,name,course_interest,date,financial_support_self,geo_flex,result,self_development
1847,Laurella Daintrey,Data,07/05/2019,Yes,No,Fail,Yes
1848,Worthington Stollenwerck,Engineering,22/05/2019,Yes,Yes,Pass,Yes
1849,Hartwell Candwell,Business,28/05/2019,Yes,Yes,Pass,Yes
1850,Loree Hinkens,Data,01/05/2019,Yes,Yes,Fail,No
1851,Bernadette O' Timony,Business,23/05/2019,Yes,Yes,Pass,Yes
1852,Andrei Musslewhite,Data,16/05/2019,Yes,Yes,Pass,Yes
1853,Nata Bohman,Engineering,30/05/2019,No,No,Fail,Yes
1854,Kellie Tanguy,Engineering,08/05/2019,Yes,Yes,Pass,Yes
1855,Shurlocke Cringle,Data,21/05/2019,Yes,Yes,Pass,Yes
1856,Eden Goodboddy,Data,08/05/2019,Yes,Yes,Pass,Yes
1857,Omar Bromilow,Engineering,07/05/2019,Yes,No,Fail,No
1858,Jaquenetta Catonne,Data,14/05/2019,Yes,Yes,Pass,Yes
1859,Vilhelmina Kissell,Engineering,16/05/2019,Yes,Yes,Pass,Yes
1860,Bibi Mastrantone,Business,09/05/2019,Yes,Yes,Pass,Yes
1861,Brittany Mccluskey,Data,23/05/2019,Yes,Yes,Fail,No
1862,Timmi Warr,Engineering,23/05/2019,Yes,Yes,Pass,Yes
1863,Laurel Ebbers,Engineering,29/05/2019,Yes,Yes,Pass,Yes
1864,Fax Schankelborg,Engineering,07/05/2019,Yes,Yes,Pass,Yes
1865,Nickolas Fears,Data,08/05/2019,Yes,Yes,Pass,Yes
1866,Ardys Ruppele,Engineering,29/05/2019,Yes,Yes,Fail,No
1867,Dallas Sheekey,Engineering,23/05/2019,Yes,Yes,Pass,Yes
1868,Cello Ricioppo,Data,14/05/2019,Yes,Yes,Fail,Yes
1869,Bennie Latan,Engineering,30/05/2019,Yes,No,Fail,Yes
1870,Standford Brewitt,Data,16/05/2019,Yes,Yes,Pass,Yes
1871,Cristin Screas,Data,21/05/2019,Yes,Yes,Pass,Yes
1872,Florina Sudlow,Business,29/05/2019,Yes,Yes,Pass,Yes
1873,Maxi Macgaughey,Engineering,15/05/2019,Yes,Yes,Pass,Yes
1874,Artemas Bewlay,Data,08/05/2019,Yes,Yes,Pass,Yes
1875,Morse Joly,Engineering,22/05/2019,Yes,Yes,Pass,Yes
1876,Albie Romanski,Business,07/05/2019,Yes,Yes,Pass,Yes
1877,Winnifred Hingeley,Engineering,07/05/2019,Yes,Yes,Fail,No
1878,Liane Lorente,Engineering,29/05/2019,Yes,Yes,Pass,Yes
1879,Brendin Curran,Business,21/05/2019,Yes,No,Fail,Yes
1880,Shayne St Louis,Data,02/05/2019,No,Yes,Fail,Yes
1881,Ulrika Lemerie,Business,15/05/2019,Yes,Yes,Pass,Yes
1882,Micheil Rotlauf,Data,01/05/2019,Yes,Yes,Pass,Yes
1883,Darbee Goslin,Engineering,29/05/2019,Yes,No,Fail,Yes
1884,Prisca Ginnally,Engineering,07/05/2019,Yes,Yes,Pass,Yes
1885,Megen Durtnall,Business,08/05/2019,Yes,Yes,Pass,Yes
1886,Megen Durtnall,Business,08/05/2019,Yes,Yes,Pass,Yes
1887,Noel Hayland,Engineering,30/05/2019,Yes,Yes,Pass,Yes
1888,Clint Gorbell,Business,22/05/2019,Yes,No,Fail,Yes
1889,Judas Espadero,Data,09/05/2019,Yes,Yes,Pass,Yes
1890,Berri Cocklin,Engineering,14/05/2019,Yes,Yes,Fail,No
1891,Wolfie Showers,Business,23/05/2019,Yes,Yes,Pass,Yes
1892,Dion Pavlasek,Data,15/05/2019,No,Yes,Fail,Yes
1893,Timmy Benzies,Engineering,02/05/2019,Yes,Yes,Fail,No
1894,Shepherd Aliman,Business,09/05/2019,Yes,Yes,Fail,No
1895,Angel Matteau,Business,22/05/2019,Yes,Yes,Pass,Yes
1896,Granger Carayol,Engineering,28/05/2019,Yes,Yes,Fail,Yes
1897,Gaven Eckford,Business,23/05/2019,Yes,Yes,Pass,Yes
1898,Nicolea Gibbins,Business,23/05/2019,Yes,Yes,Pass,Yes
1899,Retha Dunnico,Data,01/05/2019,No,Yes,Fail,Yes
1900,Katharina Aleswell,Engineering,09/05/2019,Yes,Yes,Pass,Yes
1901,Joshuah Pourveer,Data,14/05/2019,Yes,Yes,Fail,Yes
1902,Valentine Brosini,Business,07/05/2019,Yes,Yes,Pass,Yes
1903,Alfi Mccracken,Engineering,16/05/2019,Yes,Yes,Pass,Yes
1904,Jolene Alyonov,Business,21/05/2019,Yes,Yes,Pass,Yes
1905,Celina Burder,Business,08/05/2019,Yes,Yes,Fail,No
1906,Adamo Osment,Data,15/05/2019,Yes,Yes,Pass,Yes
1907,Nance Tothe,Data,01/05/2019,Yes,Yes,Pass,Yes
1908,Adlai Gahagan,Business,29/05/2019,Yes,Yes,Pass,Yes
1909,Blayne Jenne,Business,29/05/2019,Yes,Yes,Pass,Yes
1910,Wren O'Curran,Data,21/05/2019,Yes,Yes,Pass,Yes
1911,Pansy Tranckle,Engineering,29/05/2019,Yes,Yes,Fail,No
1912,Niven Ransbury,Business,22/05/2019,Yes,Yes,Fail,No
1913,Jamima Thursby,Engineering,23/05/2019,Yes,Yes,Pass,Yes
1914,Donica Andreas,Data,01/05/2019,Yes,Yes,Pass,Yes
1915,Lawton Redpath,Data,02/05/2019,Yes,Yes,Pass,Yes
1916,Theresina Breckell,Engineering,02/05/2019,Yes,Yes,Pass,Yes
1917,Merrie Mathon,Business,08/05/2019,Yes,Yes,Pass,Yes
1918,Gawen Murricanes,Data,30/05/2019,No,Yes,Fail,No
1919,Alfi Janku,Data,15/05/2019,Yes,Yes,Pass,Yes
1920,Yuma Henrion,Engineering,29/05/2019,No,Yes,Fail,Yes
1921,Lise Ogilvie,Business,09/05/2019,Yes,Yes,Pass,Yes
1922,Rollins Dalgardno,Data,09/05/2019,Yes,Yes,Pass,Yes
1923,Fifine Wreight,Engineering,07/05/2019,Yes,Yes,Pass,Yes
1924,Free Nicholes,Business,07/05/2019,Yes,Yes,Pass,Yes
1925,Rice Plampin,Data,21/05/2019,Yes,Yes,Pass,Yes
1926,Cassius Hollibone,Engineering,01/05/2019,Yes,No,Fail,Yes
1927,Harlene Brymner,Data,23/05/2019,Yes,Yes,Pass,Yes
1928,Mata Farrell,Data,08/05/2019,Yes,Yes,Fail,No
1929,Maggy Clapison,Business,07/05/2019,Yes,Yes,Pass,Yes
1930,Chauncey Janoschek,Business,21/05/2019,No,Yes,Fail,Yes
1931,Mellicent Desaur,Engineering,01/05/2019,Yes,Yes,Pass,Yes
1932,Fay Beautyman,Data,29/05/2019,Yes,Yes,Fail,No
1933,Linus Pietruszewicz,Data,16/05/2019,Yes,Yes,Pass,Yes
1934,Lem Burbidge,Data,02/05/2019,Yes,Yes,Pass,Yes
1935,Kamila Silversmidt,Data,01/05/2019,Yes,No,Fail,Yes
1936,Tobie Culcheth,Engineering,14/05/2019,Yes,Yes,Pass,Yes
1937,Vite Comino,Engineering,21/05/2019,Yes,Yes,Pass,Yes
1938,Dory Cooksey,Engineering,07/05/2019,Yes,Yes,Pass,Yes
1939,Megan Hallihan,Business,30//05/2019,Yes,Yes,Pass,Yes
1940,Leandra Futty,Engineering,09/05/2019,Yes,Yes,Fail,No
1941,Bernadine Sinkin,Data,01/05/2019,Yes,Yes,Pass,Yes
1942,William Dryden,Business,01/05/2019,Yes,Yes,Pass,Yes
1943,Sosanna Rawlings,Engineering,29/05/2019,Yes,Yes,Pass,Yes
1944,Charissa Briiginshaw,Data,30/05/2019,Yes,Yes,Pass,Yes
1945,Gilburt Chamney,Engineering,02/05/2019,No,Yes,Fail,Yes
1946,Matthias Burns,Business,01/05/2019,Yes,Yes,Pass,Yes
1947,Angie Pockey,Business,21/05/2019,Yes,Yes,Fail,No
1948,Maxwell Wyer,Data,01/05/2019,Yes,Yes,Pass,Yes
1949,Buddy Kettle,Engineering,23/05/2019,Yes,Yes,Pass,Yes
1950,Freedman Bidder,Data,22/05/2019,No,Yes,Fail,Yes
1951,Francisco Tebboth,Engineering,07/05/2019,Yes,Yes,Pass,Yes
1952,Philippa Mccalister,Engineering,16/05/2019,Yes,Yes,Pass,Yes
1953,Padraic Labat,Data,14/05/2019,Yes,Yes,Pass,Yes
1954,Evey Reisk,Engineering,23/05/2019,Yes,No,Fail,Yes
1955,Garret Pleasaunce,Engineering,15/05/2019,Yes,Yes,Pass,Yes
1956,Emogene Grouvel,Business,14/05/2019,No,Yes,Fail,Yes
1957,Sydel Tilne,Engineering,29/05/2019,Yes,Yes,Pass,Yes
1958,Gussi Pattrick,Engineering,09/05/2019,Yes,Yes,Pass,Yes
1959,Danella Winkett,Data,21/05/2019,Yes,Yes,Pass,Yes
1960,Danica Isbell,Data,14/05/2019,Yes,Yes,Pass,Yes
1961,Artur Domaschke,Engineering,23/05/2019,Yes,Yes,Pass,Yes
1962,Dianna Brewett,Business,29/05/2019,Yes,Yes,Pass,Yes
1963,Justinn Rosiello,Business,09/05/2019,Yes,No,Fail,Yes
1964,Osgood Mahood,Engineering,14/05/2019,Yes,Yes,Fail,Yes
1965,Yalonda Beacom,Engineering,09/05/2019,Yes,Yes,Pass,Yes
1966,Tedmund Emanulsson,Engineering,09/05/2019,Yes,Yes,Pass,Yes
1967,Gael Eick,Data,07/05/2019,Yes,No,Fail,Yes
1968,Moshe Backshell,Data,22/05/2019,Yes,No,Fail,No
1969,Tan Woltering,Data,09/05/2019,Yes,Yes,Fail,Yes
1970,Fax Sogg,Data,22/05/2019,No,Yes,Fail,Yes
1971,Park Jaumet,Data,23/05/2019,Yes,No,Fail,Yes
1972,Terrie Mackibbon,Engineering,23/05/2019,Yes,Yes,Pass,Yes
1973,Miguela Quantrill,Engineering,01/05/2019,Yes,Yes,Fail,No
1974,Gray Eadmeads,Engineering,02/05/2019,Yes,Yes,Pass,Yes
1975,Bertie Macafee,Engineering,30/05/2019,Yes,Yes,Pass,Yes
1976,William Tomlett,Engineering,21/05/2019,Yes,Yes,Pass,Yes
1977,Ignacius Pleasaunce,Engineering,28/05/2019,Yes,Yes,Pass,Yes
1978,Aarika Preist,Engineering,08/05/2019,Yes,Yes,Fail,Yes
1979,Sheba Everal,Data,15/05/2019,Yes,Yes,Pass,Yes
1980,Euphemia Fargher,Data,08/05/2019,Yes,No,Fail,Yes
1981,Colette Danniell,Data,14/05/2019,No,Yes,Fail,Yes
1982,Skylar Dodwell,Data,22/05/2019,Yes,Yes,Pass,Yes
1983,Adham Petrolli,Business,15/05/2019,Yes,Yes,Pass,Yes
1984,Benita Robbel,Engineering,30/05/2019,Yes,Yes,Pass,Yes
1985,Bondon Smethurst,Engineering,07/05/2019,Yes,Yes,Pass,Yes
1986,Sloane Philbrook,Engineering,28/05/2019,No,Yes,Fail,Yes
1987,Darya Tayt,Business,08/05/2019,Yes,Yes,Pass,Yes
1988,Melodee Klink,Business,14/05/2019,No,Yes,Fail,Yes
1989,Clemmie Beach,Engineering,14/05/2019,Yes,Yes,Pass,Yes
1990,Robby Arias,Business,29/05/2019,Yes,Yes,Pass,Yes
1991,Shantee Macmichael,Engineering,21/05/2019,Yes,No,Fail,No
1992,Laurie Hoggan,Business,14/05/2019,Yes,Yes,Fail,No
1993,Garvin Ianizzi,Data,15/05/2019,Yes,Yes,Pass,Yes
1994,Patin Storek,Data,16/05/2019,Yes,Yes,Pass,Yes
1995,Juliet Scottrell,Business,01/05/2019,Yes,Yes,Fail,No
1996,Kizzee Oliva,Data,02/05/2019,Yes,Yes,Fail,No
1997,Alidia Govett,Business,16/05/2019,Yes,Yes,Pass,Yes
1998,Jeana Schowenburg,Business,02/05/2019,Yes,No,Fail,Yes
1999,Gage Vittel,Engineering,22/05/2019,Yes,Yes,Pass,Yes
2000,Marysa Heathorn,Data,15/05/2019,Yes,Yes,Pass,Yes
2001,Roland Mcmurray,Business,23/05/2019,Yes,Yes,Pass,Yes
2002,Teddie Kemet,Engineering,22/05/2019,Yes,Yes,Pass,Yes
2003,Gunter Yokley,Engineering,07/05/2019,Yes,Yes,Fail,No
2004,Trumaine Chastney,Data,30/05/2019,Yes,Yes,Pass,Yes
2005,Siouxie Tunstall,Engineering,01/05/2019,Yes,Yes,Fail,No
2006,Cesaro Dodgshon,Engineering,30/05/2019,Yes,Yes,Pass,Yes
2007,Cherianne Zamora,Engineering,21/05/2019,Yes,Yes,Fail,No
2008,Rickert Bradforth,Business,09/05/2019,No,Yes,Fail,Yes
2009,Keenan Stubbes,Data,01/05/2019,Yes,No,Fail,Yes
2010,Marius Soltan,Engineering,30/05/2019,Yes,Yes,Pass,Yes
2011,Auberon Hatter,Business,07/05/2019,Yes,Yes,Pass,Yes
2012,Ludovico Orridge,Engineering,02/05/2019,Yes,Yes,Pass,Yes
2013,Ulrikaumeko Yeandel,Engineering,30/05/2019,Yes,Yes,Fail,No
2014,Sanford Larking,Business,15/05/2019,Yes,Yes,Pass,Yes
2015,Jdavie Frisby,Engineering,14/05/2019,Yes,Yes,Pass,Yes
2016,Enoch Brigg,Business,07/05/2019,Yes,Yes,Pass,Yes
2017,Samantha Evennett,Engineering,22/05/2019,Yes,Yes,Fail,Yes
2018,Juieta Tellett,Engineering,16/05/2019,Yes,Yes,Pass,Yes
2019,Kylie Murname,Engineering,08/05/2019,Yes,Yes,Pass,Yes
2020,Dalt Le Grand,Engineering,15/05/2019,Yes,Yes,Pass,Yes
2021,Lee Mcilmorow,Data,28/05/2019,Yes,Yes,Fail,Yes
2022,Alison Tranckle,Data,23/05/2019,Yes,Yes,Pass,Yes
2023,Deonne Prott,Business,30/05/2019,Yes,Yes,Pass,Yes
2024,Verney Skehan,Engineering,01/05/2019,Yes,Yes,Fail,No
2025,Christina Fumagalli,Data,21/05/2019,Yes,Yes,Pass,Yes
2026,Raquela Armand,Data,14/05/2019,Yes,Yes,Fail,Yes
2027,Chantal Mailes,Engineering,02/05/2019,Yes,Yes,Pass,Yes
2028,Lambert Santori,Data,09/05/2019,Yes,Yes,Pass,Yes
2029,Rainer Josefovic,Data,15/05/2019,Yes,Yes,Fail,No
2030,Selestina Mcbean,Data,15/05/2019,Yes,Yes,Pass,Yes
2031,Gaylor Wildblood,Data,21/05/2019,No,Yes,Fail,Yes
2032,Terrance Wolfinger,Engineering,07/05/2019,No,Yes,Fail,Yes
2033,Marlyn Palleske,Engineering,14/05/2019,Yes,Yes,Pass,Yes
2034,Jim Joint,Engineering,28/05/2019,Yes,Yes,Pass,Yes
2035,Alain Peinton,Data,15/05/2019,No,Yes,Fail,Yes
2036,Heindrick Mckiddin,Data,16/05/2019,Yes,Yes,Pass,Yes
2037,Benedikt Scogings,Data,16/05/2019,Yes,Yes,Pass,Yes
2038,Sandor Atack,Data,29/05/2019,Yes,No,Fail,Yes
2039,Abey Lightollers,Data,16/05/2019,Yes,No,Fail,Yes
2040,Brittney Reimer,Engineering,28/05/2019,Yes,No,Fail,Yes
2041,Renado Arnaldo,Data,23/05/2019,No,Yes,Fail,No
2042,Dean Burnup,Business,02/05/2019,Yes,Yes,Pass,Yes
2043,Lucian Luckin,Data,23/05/2019,Yes,Yes,Pass,Yes
2044,Janelle Forbear,Data,30/05/2019,Yes,Yes,Pass,Yes
2045,Wanids Glidder,Business,29/05/2019,No,Yes,Fail,No
2046,Julia Llorens,Business,09/05/2019,Yes,Yes,Pass,Yes
2047,Bernice Niblett,Engineering,01/05/2019,Yes,Yes,Pass,Yes
2048,Emile Vint,Engineering,22/05/2019,Yes,Yes,Pass,Yes
2049,Rina Soffe,Data,09/05/2019,Yes,Yes,Pass,Yes
2050,Gerianne Bagge,Engineering,16/05/2019,Yes,Yes,Pass,Yes
2051,Auberon O'Quin,Data,02/05/2019,Yes,Yes,Pass,Yes
2052,Rik Jurick,Data,29/05/2019,No,Yes,Fail,Yes
2053,Herby Tomaini,Business,14/05/2019,Yes,Yes,Pass,Yes
2054,Gloria Hazlehurst,Business,09//05/2019,Yes,Yes,Pass,Yes
2055,Tabor Veltman,Business,23/05/2019,Yes,Yes,Pass,Yes
2056,Rhys Yakebovich,Data,02/05/2019,Yes,Yes,Fail,No
2057,Denny Enga,Business,15/05/2019,Yes,Yes,Pass,Yes
2058,Correy Moulds,Engineering,29/05/2019,No,Yes,Fail,Yes
2059,Silvie Allderidge,Data,07/05/2019,Yes,Yes,Fail,No
2060,Gilbertine Matteoni,Engineering,02/05/2019,Yes,No,Fail,Yes
2061,Rooney Crosston,Engineering,09/05/2019,No,Yes,Fail,No
2062,Hedwig Albutt,Data,29/05/2019,Yes,Yes,Pass,Yes
2063,Jeromy Fomichkin,Engineering,28/05/2019,Yes,Yes,Pass,Yes
2064,Benedicto Hundey,Data,21/05/2019,Yes,Yes,Pass,Yes
2065,Brandi Alvarado,Data,08/05/2019,No,Yes,Fail,Yes
2066,Robinson Stickles,Data,28/05/2019,Yes,Yes,Fail,Yes
2067,Dalis Gambles,Data,29/05/2019,No,Yes,Fail,Yes
2068,Sydney Pigot,Data,29/05/2019,Yes,No,Fail,Yes
2069,Jemmie Boome,Data,08/05/2019,Yes,No,Fail,Yes
2070,Nicolea Blazynski,Business,22/05/2019,Yes,Yes,Pass,Yes
2071,Susie Ciccoloi,Data,01/05/2019,Yes,Yes,Pass,Yes
2072,Sigmund Moulin,Business,23/05/2019,Yes,Yes,Pass,Yes
2073,Danya Collick,Data,21/05/2019,Yes,Yes,Pass,Yes
2074,Donalt Kincey,Data,29/05/2019,Yes,Yes,Pass,Yes
2075,Jedidiah Bennett,Engineering,22/05/2019,Yes,Yes,Pass,Yes
2076,Tessy Spurgeon,Data,08/05/2019,Yes,Yes,Pass,Yes
2077,Karrah Chatters,Data,14/05/2019,Yes,Yes,Fail,No
2078,Filberto Annis,Data,16/05/2019,Yes,Yes,Fail,No
2079,Burtie Garfitt,Business,02/05/2019,Yes,Yes,Pass,Yes
2080,Tab Shitliff,Engineering,14/05/2019,Yes,Yes,Pass,Yes
2081,Allistir Langrick,Engineering,30/05/2019,Yes,Yes,Pass,Yes
2082,Loree Abbot,Engineering,07/05/2019,Yes,Yes,Pass,Yes
2083,Augustus Korba,Data,14/05/2019,Yes,No,Fail,Yes
2084,Corney Kolinsky,Data,01/05/2019,Yes,No,Fail,No
2085,Haskel Oldroyde,Data,29/05/2019,Yes,Yes,Pass,Yes
2086,Melanie Dawbury,Business,14/05/2019,Yes,Yes,Pass,Yes
2087,Burnard Antonsson,Engineering,02/05/2019,Yes,No,Fail,Yes
2088,Saree Schwand,Engineering,02/05/2019,No,Yes,Fail,Yes
2089,Darrin Perrelle,Data,29/05/2019,Yes,Yes,Pass,Yes
2090,Roze Kyles,Engineering,07/05/2019,Yes,No,Fail,Yes
2091,Janina Muncer,Engineering,30/05/2019,Yes,Yes,Pass,Yes
2092,Scarlett Ciccarello,Engineering,02/05/2019,Yes,Yes,Pass,Yes
2093,Benson Syncke,Data,01/05/2019,No,Yes,Fail,Yes
2094,Halsey Broader,Data,01/05/2019,Yes,Yes,Pass,Yes
2095,Sukey Donisi,Data,23/05/2019,Yes,No,Fail,No
2096,Marcy Treat,Data,14/05/2019,Yes,Yes,Pass,Yes
2097,Gabbey Caesman,Engineering,13/11/2019,Yes,Yes,Pass,Yes
2098,Morley Battell,Data,12/11/2019,Yes,Yes,Pass,Yes
2099,Sidnee Hollows,Engineering,12/11/2019,Yes,Yes,Fail,No
2100,Dorie Speares,Data,14/11/2019,Yes,Yes,Pass,Yes
2101,Junie Jeanequin,Engineering,14/11/2019,No,Yes,Fail,Yes
2102,Cati Geane,Engineering,20/11/2019,Yes,Yes,Pass,Yes
2103,Conny Samms,Engineering,13/11/2019,Yes,Yes,Pass,Yes
2104,Myrna Stiff,Engineering,14/11/2019,Yes,Yes,Pass,Yes
2105,Monah Brimmacombe,Business,13/11/2019,Yes,Yes,Fail,Yes
2106,Gaspar Moir,Engineering,13/11/2019,No,No,Fail,Yes
2107,Elle Totton,Engineering,21/11/2019,No,Yes,Fail,Yes
2108,Pieter Snozzwell,Data,14/11/2019,Yes,Yes,Pass,Yes
2109,Anthiathia Guirau,Engineering,05/11/2019,Yes,Yes,Pass,Yes
2110,Jon Mcmenamy,Business,13/11/2019,Yes,No,Fail,Yes
2111,Kimmi Graddell,Data,06/11/2019,Yes,Yes,Pass,Yes
2112,Lindsey Anstey,Business,27/11/2019,Yes,No,Fail,No
2113,Mona Orviss,Business,19/11/2019,Yes,Yes,Pass,Yes
2114,Chandler Grinov,Engineering,20/11/2019,Yes,Yes,Pass,Yes
2115,Garry Nornasell,Data,05/11/2019,Yes,Yes,Pass,Yes
2116,Everett O'Clery,Business,20/11/2019,Yes,Yes,Pass,Yes
2117,Serge De Leek,Data,26/11/2019,Yes,Yes,Fail,Yes
2118,Ezekiel Himsworth,Business,05/11/2019,No,Yes,Fail,No
2119,Aggi Shilling,Engineering,21/11/2019,Yes,Yes,Fail,Yes
2120,Aggi Shilling,Engineering,21/11/2019,Yes,Yes,Fail,Yes
2121,Ximenes Beckers,Data,06/11/2019,Yes,Yes,Pass,Yes
2122,Mabel Wattins,Business,27/11/2019,Yes,Yes,Fail,Yes
2123,Sim Baudains,Engineering,12/11/2019,Yes,Yes,Pass,Yes
2124,Garvy Dinsdale,Business,28/11/2019,Yes,Yes,Pass,Yes
2125,Benton Cullen,Data,27/11/2019,Yes,Yes,Pass,Yes
2126,Adria Raiker,Data,20/11/2019,Yes,Yes,Pass,Yes
2127,Chrysa Guildford,Business,05/11/2019,Yes,Yes,Pass,Yes
2128,Sharron Starling,Data,26/11/2019,Yes,Yes,Pass,Yes
2129,Daffi Flaune,Data,07/11/2019,No,Yes,Fail,Yes
2130,Bethany Challicum,Engineering,21/11/2019,Yes,Yes,Pass,Yes
2131,Maegan Chadd,Engineering,26/11/2019,Yes,Yes,Pass,Yes
2132,Claudelle Vasnetsov,Business,27/11/2019,Yes,Yes,Pass,Yes
2133,Ulrick Swane,Engineering,26/11/2019,Yes,Yes,Pass,Yes
2134,Arne Dybell,Business,20/11/2019,Yes,Yes,Pass,Yes
2135,Meade Isakovic,Business,21/11/2019,No,Yes,Fail,Yes
2136,Waring Ilsley,Data,06/11/2019,Yes,No,Fail,Yes
2137,Lindy Croyden,Business,14/11/2019,Yes,Yes,Pass,Yes
2138,Rebekah Sugge,Data,19/11/2019,Yes,No,Fail,Yes
2139,Frasco Ekkel,Data,05/11/2019,No,Yes,Fail,Yes
2140,Annora Mensler,Business,20/11/2019,Yes,Yes,Fail,No
2141,Trudie Syers,Data,14/11/2019,Yes,Yes,Pass,Yes
2142,Heidie Zanetto,Data,12/11/2019,Yes,Yes,Pass,Yes
2143,Konstanze Trynor,Business,27/11/2019,Yes,Yes,Pass,Yes
2144,Giff Dukes,Engineering,26/11/2019,Yes,Yes,Pass,Yes
2145,Hashim Jollye,Business,20/11/2019,Yes,Yes,Pass,Yes
2146,Livvie Schneidau,Data,20/11/2019,Yes,Yes,Pass,Yes
2147,Yvon Fry,Data,14/11/2019,Yes,Yes,Pass,Yes
2148,Christa Troughton,Engineering,13/11/2019,Yes,Yes,Fail,No
2149,Consuelo Pengelley,Data,27/11/2019,Yes,Yes,Fail,No
2150,Jourdain Bertlin,Business,20/11/2019,Yes,Yes,Fail,No
2151,Madison Getch,Data,12/11/2019,Yes,Yes,Pass,Yes
2152,Koralle Bartocci,Business,27/11/2019,Yes,Yes,Pass,Yes
2153,Aimee Pedrazzi,Business,14/11/2019,Yes,Yes,Fail,Yes
2154,Bibbie Gosford,Data,27/11/2019,Yes,Yes,Pass,Yes
2155,Fin Lung,Engineering,28/11/2019,Yes,Yes,Pass,Yes
2156,Mordy Karlsson,Engineering,20/11/2019,No,Yes,Fail,Yes
2157,Emmalee Peaple,Data,13/11/2019,Yes,Yes,Pass,Yes
2158,Tabbatha Dendon,Data,21/11/2019,No,Yes,Fail,Yes
2159,Lorita Litchmore,Data,14/11/2019,No,Yes,Fail,Yes
2160,Stewart Lock,Engineering,06/11/2019,Yes,Yes,Fail,Yes
2161,Shandie Muir,Engineering,28/11/2019,Yes,Yes,Pass,Yes
2162,Trixie Macmechan,Data,20/11/2019,Yes,Yes,Pass,Yes
2163,Dwain Busby,Engineering,20/11/2019,Yes,Yes,Fail,No
2164,Teirtza Docharty,Data,19/11/2019,Yes,Yes,Pass,Yes
2165,Murvyn Aers,Data,12/11/2019,Yes,Yes,Pass,Yes
2166,Vincents Prigg,Business,14/11/2019,Yes,Yes,Pass,Yes
2167,Marshal Darycott,Engineering,05/11/2019,Yes,Yes,Pass,Yes
2168,Rosy Osband,Business,07/11/2019,Yes,No,Fail,Yes
2169,Bamby Halksworth,Business,21/11/2019,Yes,Yes,Pass,Yes
2170,Carola Andrews,Engineering,06/11/2019,Yes,Yes,Fail,No
2171,Bil Pears,Business,27/11/2019,Yes,Yes,Pass,Yes
2172,Ingamar Mackrell,Business,13/11/2019,Yes,No,Fail,Yes
2173,Lib Halliburton,Engineering,28/11/2019,Yes,Yes,Pass,Yes
2174,Selma O'Brogane,Data,12/11/2019,Yes,Yes,Pass,Yes
2175,Archibold Spikeings,Engineering,06/11/2019,Yes,Yes,Pass,Yes
2176,Patricio Dyter,Business,27/11/2019,Yes,Yes,Pass,Yes
2177,Murray Armfirld,Engineering,12/11/2019,Yes,Yes,Fail,No
2178,Michele Bristowe,Engineering,27/11/2019,Yes,Yes,Pass,Yes
2179,Zilvia Byrcher,Data,05/11/2019,No,Yes,Fail,Yes
2180,Rosalinda Clutten,Engineering,06/11/2019,Yes,No,Fail,Yes
2181,Donalt Pinkstone,Engineering,28/11/2019,Yes,Yes,Pass,Yes
2182,Mose Bolle,Business,06/11/2019,Yes,Yes,Pass,Yes
2183,Rafaelia Cowe,Business,28/11/2019,Yes,Yes,Pass,Yes
2184,Alyse Thiese,Data,07/11/2019,Yes,No,Fail,Yes
2185,Channa Piser,Data,21/11/2019,Yes,Yes,Fail,Yes
2186,Kanya Jobling,Data,26/11/2019,Yes,Yes,Pass,Yes
2187,Lucias Haggarty,Engineering,12/11/2019,Yes,Yes,Pass,Yes
2188,Tuckie Postgate,Business,28/11/2019,Yes,Yes,Pass,Yes
2189,Maitilde Blabey,Business,26/11/2019,Yes,Yes,Pass,Yes
2190,Bev Ferri,Data,19/11/2019,Yes,Yes,Pass,Yes
2191,Garrick Yakobovicz,Business,07/11/2019,Yes,No,Fail,Yes
2192,Derby Mcglashan,Data,20/11/2019,Yes,Yes,Pass,Yes
2193,Pall Mccluin,Data,21/11/2019,No,Yes,Fail,Yes
2194,Ludvig La Grange,Business,12/11/2019,Yes,No,Fail,Yes
2195,Juliane Jacobssen,Data,14/11/2019,Yes,Yes,Pass,Yes
2196,Vivianne Folliss,Engineering,26/11/2019,Yes,Yes,Fail,No
2197,Junie Rammell,Engineering,13/11/2019,Yes,Yes,Pass,Yes
2198,Joice Stennet,Engineering,05/11/2019,Yes,Yes,Fail,No
2199,Audie Pearman,Business,21/11/2019,Yes,Yes,Pass,Yes
2200,Horatia Tresise,Data,28/11/2019,Yes,Yes,Pass,Yes
2201,Shae Di Ruggiero,Engineering,13/11/2019,Yes,Yes,Fail,No
2202,Justino Di Biasi,Business,07/11/2019,Yes,Yes,Fail,No
2203,Ferrell Iacobini,Data,20/11/2019,Yes,Yes,Pass,Yes
2204,Cacilie Rewcassell,Business,19/11/2019,Yes,Yes,Pass,Yes
2205,Tyler Traynor,Business,05/11/2019,Yes,Yes,Pass,Yes
2206,Kristin Bardill,Business,07/11/2019,Yes,Yes,Pass,Yes
2207,Elfrieda Becraft,Engineering,21/11/2019,Yes,Yes,Pass,Yes
2208,Jayme Lieber,Business,12/11/2019,Yes,Yes,Pass,Yes
2209,Syman Guynemer,Business,19/11/2019,Yes,Yes,Pass,Yes
2210,Lannie Mcdonell,Data,14/11/2019,No,Yes,Fail,Yes
