,name,status,workstream_name,trainer,Analytic_W1,Independent_W1,Determined_W1,Professional_W1,Studious_W1,Imaginative_W1,Analytic_W2,Independent_W2,Determined_W2,Professional_W2,Studious_W2,Imaginative_W2,Analytic_W3,Independent_W3,Determined_W3,Professional_W3,Studious_W3,Imaginative_W3,Analytic_W4,Independent_W4,Determined_W4,Professional_W4,Studious_W4,Imaginative_W4,Analytic_W5,Independent_W5,Determined_W5,Professional_W5,Studious_W5,Imaginative_W5,Analytic_W6,Independent_W6,Determined_W6,Professional_W6,Studious_W6,Imaginative_W6,Analytic_W7,Independent_W7,Determined_W7,Professional_W7,Studious_W7,Imaginative_W7,Analytic_W8,Independent_W8,Determined_W8,Professional_W8,Studious_W8,Imaginative_W8,Analytic_W9,Independent_W9,Determined_W9,Professional_W9,Studious_W9,Imaginative_W9,Analytic_W10,Independent_W10,Determined_W10,Professional_W10,Studious_W10,Imaginative_W10
291,Daisy Brims,Completed Training,Engineering 19,Igor Coates,1,4,3,2,3,2,4.0,5.0,2.0,3.0,3.0,6.0,2.0,4.0,1.0,4.0,4.0,2.0,7.0,8.0,8.0,6.0,5.0,5.0,7.0,4.0,5.0,8.0,3.0,8.0,4.0,6.0,3.0,6.0,8.0,3.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,3.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0
292,Lalo Halton,Completed Training,Engineering 19,Igor Coates,4,1,3,2,2,4,3.0,2.0,2.0,4.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,5.0,5.0,4.0,4.0,7.0,4.0,8.0,3.0,5.0,5.0,6.0,4.0,8.0,8.0,7.0,8.0,3.0,6.0,8.0,4.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,3.0,7.0,8.0,6.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0
293,Palm Jakovijevic,Completed Training,Engineering 19,Igor Coates,2,1,1,5,3,6,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,6.0,4.0,1.0,3.0,8.0,3.0,8.0,3.0,4.0,5.0,5.0,4.0,1.0,6.0,8.0,7.0,5.0,7.0,5.0,5.0,7.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,4.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
294,Yelena Kelleway,Completed Training,Engineering 19,Igor Coates,3,5,1,3,1,5,3.0,3.0,4.0,5.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,2.0,6.0,4.0,4.0,6.0,5.0,6.0,8.0,6.0,5.0,8.0,6.0,8.0,5.0,5.0,5.0,8.0,6.0,6.0,4.0,8.0,8.0,8.0,4.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
295,Lay Trosdall,Completed Training,Engineering 19,Igor Coates,2,5,2,5,4,5,4.0,5.0,1.0,1.0,3.0,4.0,2.0,5.0,1.0,3.0,3.0,2.0,7.0,6.0,5.0,8.0,8.0,3.0,8.0,8.0,1.0,6.0,8.0,8.0,1.0,6.0,3.0,8.0,8.0,4.0,8.0,7.0,6.0,4.0,8.0,4.0,4.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0
296,Kayle Ferenc,Completed Training,Engineering 19,Igor Coates,2,6,4,1,3,4,1.0,3.0,4.0,1.0,5.0,1.0,1.0,6.0,2.0,3.0,1.0,3.0,8.0,6.0,8.0,3.0,6.0,6.0,7.0,8.0,8.0,2.0,8.0,2.0,8.0,8.0,5.0,6.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
297,Law Massen,Completed Training,Engineering 20,Mohammad Velazquez,4,4,6,1,3,6,3.0,1.0,1.0,3.0,7.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,8.0,8.0,8.0,6.0,6.0,5.0,7.0,7.0,6.0,3.0,6.0,6.0,7.0,8.0,6.0,8.0,1.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0
298,Aldridge Du Fray,Completed Training,Engineering 20,Mohammad Velazquez,4,5,5,2,4,3,3.0,4.0,1.0,2.0,1.0,8.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,8.0,1.0,5.0,4.0,7.0,2.0,5.0,4.0,4.0,6.0,8.0,6.0,7.0,3.0,5.0,6.0,8.0,8.0,8.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0
299,Horatio Christley,Discontinued From Course,Engineering 20,Mohammad Velazquez,3,5,4,2,2,2,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Mellicent Desaur,Completed Training,Engineering 20,Mohammad Velazquez,4,4,3,4,3,1,5.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,5.0,2.0,8.0,5.0,6.0,4.0,2.0,5.0,7.0,7.0,8.0,5.0,8.0,6.0,5.0,7.0,8.0,6.0,2.0,8.0,7.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
301,Ludovico Orridge,Completed Training,Engineering 20,Mohammad Velazquez,2,2,4,2,1,2,4.0,4.0,1.0,5.0,6.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,6.0,6.0,8.0,4.0,3.0,7.0,3.0,3.0,7.0,3.0,4.0,5.0,4.0,8.0,6.0,6.0,7.0,3.0,7.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0
302,Chantal Mailes,Completed Training,Engineering 20,Mohammad Velazquez,5,6,3,1,2,2,2.0,3.0,2.0,1.0,8.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,8.0,7.0,2.0,8.0,6.0,1.0,8.0,8.0,8.0,3.0,5.0,4.0,3.0,6.0,5.0,8.0,5.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,7.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0
303,Fax Schankelborg,Completed Training,Engineering 20,Mohammad Velazquez,7,6,5,2,2,2,4.0,1.0,3.0,1.0,4.0,4.0,2.0,6.0,2.0,1.0,4.0,4.0,8.0,8.0,8.0,8.0,4.0,5.0,1.0,5.0,3.0,8.0,8.0,7.0,8.0,6.0,5.0,3.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
304,Kellie Tanguy,Completed Training,Engineering 20,Mohammad Velazquez,2,4,1,4,3,2,4.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0,4.0,7.0,5.0,3.0,4.0,3.0,4.0,6.0,7.0,4.0,6.0,7.0,8.0,4.0,8.0,5.0,4.0,5.0,5.0,6.0,7.0,8.0,8.0,8.0,4.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,7.0,6.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0
305,Yalonda Beacom,Completed Training,Engineering 20,Mohammad Velazquez,5,4,3,8,3,1,1.0,4.0,2.0,3.0,1.0,3.0,3.0,6.0,3.0,2.0,4.0,4.0,5.0,5.0,8.0,4.0,8.0,5.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,5.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0
306,Tab Shitliff,Completed Training,Engineering 20,Mohammad Velazquez,3,1,4,3,1,5,1.0,1.0,4.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,6.0,8.0,8.0,5.0,6.0,7.0,7.0,6.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,6.0,5.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
307,Tobie Culcheth,Completed Training,Engineering 20,Mohammad Velazquez,1,2,4,4,5,4,3.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,5.0,7.0,8.0,8.0,6.0,8.0,4.0,7.0,6.0,6.0,3.0,4.0,1.0,2.0,2.0,7.0,5.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
308,Gerianne Bagge,Completed Training,Engineering 21,Macey Broughton,2,2,4,4,2,3,4.0,1.0,6.0,2.0,5.0,2.0,3.0,7.0,2.0,1.0,2.0,1.0,8.0,6.0,7.0,4.0,8.0,4.0,4.0,3.0,6.0,7.0,6.0,8.0,8.0,6.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
309,William Tomlett,Completed Training,Engineering 21,Macey Broughton,6,3,6,2,3,7,1.0,1.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,8.0,4.0,2.0,7.0,5.0,3.0,4.0,7.0,4.0,8.0,6.0,7.0,1.0,5.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,,,,,,,,,,,,
310,Teddie Kemet,Completed Training,Engineering 21,Macey Broughton,2,5,3,2,5,1,2.0,1.0,2.0,3.0,7.0,3.0,3.0,5.0,3.0,5.0,2.0,1.0,8.0,8.0,6.0,7.0,1.0,8.0,3.0,3.0,7.0,6.0,6.0,7.0,6.0,5.0,7.0,5.0,3.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,,,,,,,,,,,,
311,Artur Domaschke,Completed Training,Engineering 21,Macey Broughton,3,3,1,1,2,5,1.0,4.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,6.0,5.0,8.0,6.0,8.0,5.0,5.0,5.0,8.0,5.0,2.0,8.0,5.0,6.0,5.0,7.0,5.0,2.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,5.0,,,,,,,,,,,,
312,Terrie Mackibbon,Completed Training,Engineering 21,Macey Broughton,4,2,6,2,3,5,1.0,3.0,5.0,6.0,1.0,2.0,5.0,5.0,2.0,1.0,6.0,2.0,6.0,8.0,6.0,6.0,6.0,8.0,6.0,8.0,4.0,8.0,3.0,6.0,6.0,8.0,8.0,3.0,5.0,4.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,8.0,8.0,5.0,3.0,8.0,,,,,,,,,,,,
313,Ignacius Pleasaunce,Completed Training,Engineering 21,Macey Broughton,2,3,5,1,1,3,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,8.0,6.0,7.0,6.0,5.0,8.0,7.0,8.0,8.0,5.0,4.0,8.0,6.0,8.0,6.0,6.0,2.0,8.0,8.0,6.0,8.0,8.0,4.0,4.0,8.0,8.0,4.0,8.0,7.0,,,,,,,,,,,,
314,Liane Lorente,Completed Training,Engineering 21,Macey Broughton,6,3,4,1,2,4,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,6.0,3.0,3.0,1.0,8.0,2.0,6.0,5.0,8.0,8.0,6.0,6.0,6.0,8.0,3.0,5.0,8.0,7.0,3.0,3.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,3.0,4.0,8.0,8.0,8.0,,,,,,,,,,,,
315,Sosanna Rawlings,Completed Training,Engineering 21,Macey Broughton,1,6,3,3,4,4,4.0,4.0,6.0,2.0,6.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,8.0,7.0,5.0,4.0,8.0,6.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,3.0,1.0,8.0,8.0,7.0,8.0,8.0,6.0,6.0,6.0,8.0,8.0,7.0,8.0,8.0,,,,,,,,,,,,
316,Allistir Langrick,Completed Training,Engineering 21,Macey Broughton,6,2,6,1,4,2,3.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,3.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,7.0,3.0,2.0,4.0,7.0,3.0,6.0,7.0,4.0,4.0,2.0,1.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,,,,,,,,,,,,
317,Honor Huntall,Completed Training,Engineering 21,Macey Broughton,3,5,1,5,1,2,5.0,1.0,3.0,3.0,3.0,5.0,1.0,4.0,3.0,2.0,2.0,1.0,4.0,8.0,5.0,7.0,5.0,8.0,3.0,8.0,4.0,2.0,8.0,8.0,4.0,5.0,8.0,4.0,5.0,6.0,5.0,8.0,5.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,5.0,,,,,,,,,,,,
318,Natassia Pawle,Completed Training,Engineering 21,Macey Broughton,2,3,4,1,1,3,4.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,8.0,7.0,6.0,7.0,6.0,8.0,7.0,8.0,7.0,6.0,4.0,8.0,4.0,7.0,4.0,8.0,3.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,,,,,,,,,,,,
319,Haywood Teager,Completed Training,Engineering 21,Macey Broughton,3,5,3,3,1,8,4.0,2.0,3.0,1.0,6.0,2.0,6.0,4.0,2.0,3.0,5.0,3.0,7.0,3.0,6.0,6.0,7.0,3.0,1.0,2.0,3.0,7.0,4.0,8.0,7.0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
320,Marillin Rosendall,Completed Training,Engineering 21,Macey Broughton,4,2,3,1,3,3,5.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,8.0,3.0,6.0,7.0,7.0,5.0,7.0,6.0,8.0,5.0,5.0,2.0,6.0,8.0,2.0,7.0,6.0,6.0,7.0,4.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,8.0,,,,,,,,,,,,
321,Giustina Catford,Completed Training,Engineering 22,Martina Meadows,1,1,4,4,2,4,1.0,7.0,1.0,1.0,1.0,3.0,2.0,5.0,6.0,3.0,4.0,2.0,6.0,6.0,3.0,8.0,6.0,6.0,8.0,8.0,8.0,5.0,5.0,4.0,5.0,6.0,7.0,3.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,4.0,8.0,,,,,,,,,,,,
322,Kore Amburgy,Completed Training,Engineering 22,Martina Meadows,4,1,1,3,3,4,5.0,1.0,3.0,1.0,4.0,4.0,2.0,3.0,1.0,5.0,1.0,4.0,1.0,7.0,7.0,7.0,1.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,4.0,6.0,5.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,1.0,8.0,8.0,8.0,4.0,,,,,,,,,,,,
323,Constance Fellibrand,Completed Training,Engineering 22,Martina Meadows,3,4,3,5,4,1,2.0,2.0,2.0,5.0,6.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,7.0,2.0,4.0,8.0,2.0,2.0,6.0,4.0,5.0,5.0,3.0,8.0,8.0,8.0,8.0,4.0,8.0,5.0,8.0,8.0,8.0,7.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
324,Rickard Blakes,Completed Training,Engineering 22,Martina Meadows,5,1,5,3,4,2,1.0,4.0,8.0,2.0,3.0,4.0,4.0,2.0,5.0,1.0,7.0,3.0,5.0,6.0,3.0,5.0,7.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,5.0,4.0,6.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,8.0,3.0,8.0,8.0,8.0,7.0,8.0,8.0,,,,,,,,,,,,
325,Noe Fortnam,Completed Training,Engineering 22,Martina Meadows,1,6,1,3,2,3,3.0,3.0,3.0,8.0,5.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,7.0,5.0,6.0,8.0,3.0,7.0,7.0,4.0,5.0,8.0,4.0,4.0,8.0,8.0,8.0,2.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
326,Cherrita Mcgilleghole,Completed Training,Engineering 22,Martina Meadows,6,1,4,3,3,2,2.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,6.0,4.0,1.0,5.0,7.0,5.0,6.0,2.0,8.0,6.0,3.0,4.0,7.0,3.0,4.0,7.0,1.0,3.0,4.0,5.0,4.0,5.0,8.0,8.0,5.0,8.0,8.0,4.0,8.0,5.0,8.0,5.0,5.0,8.0,,,,,,,,,,,,
327,Charmain Diben,Discontinued From Course,Engineering 22,Martina Meadows,1,4,4,3,2,3,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Bunny Barns,Completed Training,Engineering 22,Martina Meadows,6,1,3,2,3,1,1.0,4.0,3.0,4.0,2.0,1.0,5.0,5.0,3.0,2.0,4.0,3.0,8.0,7.0,7.0,3.0,8.0,8.0,5.0,2.0,6.0,4.0,8.0,6.0,4.0,3.0,3.0,5.0,6.0,1.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
329,Brewer Calderbank,Discontinued From Course,Engineering 23,Eshal Brandt,1,3,2,2,4,3,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Fons Ghiotto,Completed Training,Engineering 23,Eshal Brandt,3,2,1,2,2,4,5.0,3.0,3.0,2.0,5.0,2.0,6.0,1.0,1.0,3.0,2.0,4.0,5.0,2.0,6.0,7.0,8.0,3.0,6.0,8.0,5.0,7.0,4.0,5.0,4.0,3.0,8.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,5.0,8.0,8.0,7.0,4.0,8.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0
331,Evin De Roeck,Completed Training,Engineering 23,Eshal Brandt,5,4,2,2,3,4,2.0,2.0,3.0,1.0,4.0,3.0,3.0,5.0,3.0,2.0,1.0,2.0,4.0,6.0,7.0,6.0,3.0,7.0,5.0,8.0,4.0,8.0,6.0,4.0,8.0,5.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
332,Maxy Bensen,Completed Training,Engineering 23,Eshal Brandt,2,4,2,4,1,2,5.0,3.0,1.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,2.0,4.0,6.0,2.0,7.0,8.0,8.0,8.0,6.0,6.0,7.0,5.0,7.0,5.0,5.0,8.0,4.0,7.0,5.0,4.0,8.0,7.0,6.0,5.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
333,Calida Behr,Completed Training,Engineering 23,Eshal Brandt,2,2,3,5,2,1,3.0,1.0,1.0,3.0,1.0,4.0,5.0,1.0,4.0,3.0,6.0,4.0,5.0,5.0,7.0,3.0,8.0,7.0,8.0,8.0,5.0,5.0,3.0,4.0,5.0,8.0,5.0,6.0,6.0,4.0,8.0,6.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
334,Dannel Longmaid,Completed Training,Engineering 23,Eshal Brandt,2,8,5,3,7,5,3.0,1.0,1.0,5.0,7.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,8.0,8.0,5.0,8.0,5.0,7.0,3.0,7.0,2.0,8.0,7.0,3.0,4.0,5.0,8.0,5.0,7.0,7.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
335,Sarah Magor,Completed Training,Engineering 23,Eshal Brandt,2,4,1,2,6,2,3.0,2.0,4.0,5.0,1.0,3.0,3.0,5.0,4.0,4.0,7.0,1.0,4.0,5.0,6.0,8.0,3.0,3.0,5.0,2.0,5.0,6.0,4.0,3.0,7.0,7.0,8.0,8.0,8.0,7.0,6.0,8.0,2.0,6.0,8.0,6.0,6.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
336,Alistair Scanes,Completed Training,Engineering 23,Eshal Brandt,4,2,4,1,2,3,3.0,4.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,6.0,8.0,2.0,4.0,8.0,3.0,4.0,4.0,5.0,7.0,6.0,6.0,3.0,4.0,8.0,8.0,5.0,7.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,5.0,8.0,8.0,7.0,5.0,8.0,8.0,8.0,4.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
337,Homere Stentiford,Completed Training,Engineering 23,Eshal Brandt,2,2,4,2,5,3,1.0,3.0,2.0,1.0,6.0,2.0,3.0,3.0,2.0,3.0,7.0,3.0,5.0,4.0,7.0,5.0,4.0,4.0,8.0,8.0,8.0,5.0,3.0,3.0,7.0,2.0,5.0,7.0,5.0,8.0,7.0,8.0,8.0,2.0,6.0,8.0,8.0,8.0,4.0,8.0,8.0,4.0,8.0,7.0,8.0,8.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0
338,Alvie Bleackly,Completed Training,Engineering 23,Eshal Brandt,4,3,2,3,5,2,4.0,1.0,4.0,1.0,3.0,1.0,6.0,3.0,1.0,2.0,1.0,6.0,7.0,8.0,8.0,8.0,5.0,4.0,6.0,7.0,8.0,5.0,7.0,2.0,6.0,4.0,4.0,6.0,8.0,5.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0
339,Brnaby Bownes,Discontinued From Course,Engineering 23,Eshal Brandt,2,1,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Blake Nunson,Completed Training,Engineering 24,Eshal Brandt,4,2,2,3,2,2,2.0,5.0,2.0,2.0,4.0,3.0,7.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,7.0,4.0,5.0,6.0,8.0,2.0,4.0,5.0,7.0,8.0,6.0,2.0,3.0,6.0,7.0,8.0,8.0,8.0,8.0,3.0,5.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
341,Deirdre Van Den Velde,Completed Training,Engineering 24,Eshal Brandt,4,1,4,1,4,2,1.0,5.0,3.0,4.0,4.0,1.0,3.0,4.0,5.0,4.0,2.0,3.0,8.0,6.0,6.0,5.0,7.0,6.0,8.0,2.0,5.0,8.0,8.0,6.0,2.0,8.0,5.0,4.0,3.0,8.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
342,Brose Menghi,Completed Training,Engineering 24,Eshal Brandt,1,5,3,1,3,3,3.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,8.0,2.0,8.0,7.0,7.0,8.0,4.0,2.0,5.0,7.0,4.0,7.0,8.0,6.0,6.0,4.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,4.0,8.0,8.0,4.0,,,,,,,,,,,,
343,Edithe Dimitrov,Completed Training,Engineering 24,Eshal Brandt,1,3,3,2,3,6,3.0,5.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,4.0,5.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,4.0,6.0,5.0,3.0,8.0,6.0,8.0,4.0,2.0,1.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
344,Demetrius Tunstall,Discontinued From Course,Engineering 24,Eshal Brandt,5,2,2,4,1,3,8.0,3.0,4.0,6.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Chucho Galfour,Completed Training,Engineering 24,Eshal Brandt,6,2,6,1,3,5,3.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,4.0,3.0,1.0,3.0,8.0,3.0,8.0,6.0,8.0,1.0,8.0,7.0,8.0,8.0,5.0,6.0,6.0,8.0,5.0,6.0,3.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,6.0,5.0,8.0,4.0,8.0,,,,,,,,,,,,
346,Mozelle Grinnov,Completed Training,Engineering 24,Eshal Brandt,2,5,1,1,3,3,2.0,2.0,5.0,7.0,2.0,1.0,4.0,2.0,2.0,2.0,5.0,2.0,7.0,4.0,7.0,6.0,8.0,5.0,8.0,8.0,6.0,8.0,3.0,6.0,5.0,7.0,2.0,6.0,4.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,,,,,,,,,,,,
347,Roze Yepiskopov,Completed Training,Engineering 24,Eshal Brandt,3,4,4,1,1,1,4.0,1.0,5.0,6.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,8.0,2.0,4.0,2.0,8.0,6.0,8.0,6.0,8.0,5.0,6.0,7.0,2.0,6.0,6.0,6.0,4.0,4.0,4.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,,,,,,,,,,,,
348,Denise Oppy,Completed Training,Engineering 24,Eshal Brandt,1,7,4,4,2,5,2.0,1.0,4.0,2.0,2.0,2.0,6.0,4.0,3.0,2.0,3.0,3.0,6.0,8.0,7.0,8.0,4.0,7.0,8.0,7.0,6.0,4.0,3.0,2.0,5.0,5.0,6.0,4.0,5.0,4.0,8.0,8.0,8.0,8.0,4.0,7.0,5.0,7.0,8.0,6.0,8.0,8.0,,,,,,,,,,,,
